"news_native_id"	"news_collected_time"	"news_title"	"news_doc"
"36520"	"2015-03-31"	"Head of Benghazi Panel Wants to Question Hillary Clinton Privately on Email Use"	"WASHINGTON — The chairman of the House select committee investigating the Benghazi attacks asked Hillary Rodham Clinton on Tuesday to appear for a private interview about her exclusive use of a personal email account when she was secretary of ..."
"36536"	"2015-03-31"	"Source: Clinton used iPad, multiple devices for personal email at State"	"Washington (CNN) Hillary Clinton emailed her staff with multiple devices while serving as secretary of state, according to a source with knowledge of the emails, a revelation that raises questions about a main defense Clinton has used in her email controversy ..."
"36549"	"2015-03-31"	"Hillary Clinton emailed on iPad, too, documents show"	"WASHINGTON (AP) -- Hillary Rodham Clinton emailed her staff on an iPad as well as a BlackBerry while secretary of state, despite her explanation she exclusively used a personal email address on a homebrew server so that she could carry a single device, ..."
"36561"	"2015-03-31"	"Hillary Clinton emailed on iPad, too, documents show"	"WASHINGTON (AP) -- Hillary Rodham Clinton emailed her staff on an iPad as well as a BlackBerry while secretary of state, despite her explanation she exclusively used a personal email address on a homebrew server so that she could carry a single device, ..."
"36580"	"2015-03-31"	"State Department: Found 4 emails about drones, other surveillance programs sent by Clinton"	"WASHINGTON — The State Department says it can find only four emails sent between former Secretary Hillary Rodham Clinton and her staff concerning drone strikes and certain U.S. surveillance programs, and those notes have little to do with either subject."
"37131"	"2015-04-02"	"State Department found 4 emails about drones, surveillance programs sent by Clinton"	"WASHINGTON (AP) - The State Department says it can find only four emails sent between former Secretary Hillary Rodham Clinton and her staff concerning drone strikes and certain U.S. surveillance programs, and those notes have little to do with either ..."
"38430"	"2015-04-06"	"Hillary's Right to Privacy: Another Needed Debate About Clinton's Backchannel Emails"	"With the 2016 presidential race off and running, the growing controversy over Democratic frontrunner Hillary Clinton's prohibited use of a private email account and server to conduct her official business as Secretary of State is certainly not going away soon."
"39328"	"2015-04-09"	"Hillary Clinton tumbles in new poll, as e-mail scandal lingers"	"Hillary Clinton's e-mail scandal has eaten into her poll ratings on issues like trust and honesty. For the first time, a new poll shows the GOP presidential field edging ahead of her in hypothetical matchups in key swing states."
"39369"	"2015-04-09"	"Hillary Clinton tumbles in new poll, as e-mail scandal lingers (+video)"	"Hillary Clinton's e-mail scandal has eaten into her poll ratings on issues like trust and honesty. For the first time, a new poll shows the GOP presidential field edging ahead of her in hypothetical matchups in key swing states."
"39383"	"2015-04-09"	"Hillary Clinton email scandal breeds voter distrust, sends poll numbers down"	"A Quinnipiac University Poll shows former Secretary of State Hillary Rodham Clinton losing to Republican candidate Sen. Rand Paul in both Colorado and Iowa. (Associated Press) more &gt;. By S.A. Miller - The Washington Times - Updated: 9:37 p.m. on ..."
