	news_collected_time	news_title
21106	2015-02-08	Brian Williams: NBC news anchor 'temporarily' steps down
21107	2015-02-08	New England braces for another big snowstorm
21108	2015-02-08	Australia's Abbott brings forward leadership challenge
21109	2015-02-08	5 dead in Georgia shooting, police say
21110	2015-02-08	1 Arrested After 3 Injured in Shooting at Mall Outside Pittsburgh
21111	2015-02-08	Nigeria Postpones Presidential Election
21112	2015-02-08	Lottery: No jackpot winner in $380M Powerball drawing
21113	2015-02-08	Bruce Jenner Involved In Car Crash That Killed A Woman
21114	2015-02-08	Netanyahu: Israel will do everything it can to halt Iran nuclear deal - Diplomacy and Defense - Israel News
21115	2015-02-08	Britain says Russia's Putin acting like 'tyrant' over Ukraine
21116	2015-02-08	Police: 5 dead, including gunman, in Georgia shooting
21117	2015-02-08	No winner in $380M Powerball jackpot
21118	2015-02-08	Suicide bomb hits Niger border town after Boko Haram attack
21119	2015-02-08	North Korea Fires Missiles Into Sea
21120	2015-02-08	No signs of paparazzi chase in crash involving Bruce Jenner, official says
21121	2015-02-08	Iran's Khamenei suggests would back nuclear compromise with West
21122	2015-02-08	Teen arrested in connection with triple shooting at Pittsburgh-area mall
21123	2015-02-08	Joint summit on Ukraine crisis could herald breakthrough on peace deal
21124	2015-02-08	Georgia Shooting: 5 Deaths In Murder-Suicide Include Child
21125	2015-02-08	Lottery: No jackpot winner in $380M Powerball drawing
21126	2015-02-08	Nigeria Postpones Election to Confront Boko Haram
21127	2015-02-08	CIA probes ISIS claim Jordanian airstrikes killed US aid worker
21128	2015-02-08	Five killed by bomb in Niger town after army repels Boko Haram
21129	2015-02-08	Leaders Agree to New Ukraine Peace Talks in Minsk
21130	2015-02-08	Police: 3 shot at mall; gunman sought
21131	2015-02-08	UPDATE 2-Five killed by bomb in Niger town after army repels Boko Haram
21132	2015-02-08	Ex-Olympian Bruce Jenner in car crash that left one dead
21133	2015-02-08	Leaders of Germany, Russia, Ukraine and France aim to hold Ukraine talks
21134	2015-02-08	5 dead in Douglas County shooting
21135	2015-02-08	Another Winter Storm Set to Hit Northeast, Promises Days of Pain
21136	2015-02-08	Bruce Jenner Walks Away From Fatal Car Crash Video
21137	2015-02-08	NBC News Anchor Williams, Facing Internal Probe, Temporarily Off Air
21138	2015-02-08	Iran Presses for Progress in Nuclear Negotiations
21139	2015-02-08	No Winner In $390M Powerball Drawing; Jackpot To Climb To $450M
21140	2015-02-08	Iran's Khamenei hints ready to accept fair nuclear deal as talks proceed
21141	2015-02-08	Names, more details expected in Douglas County shootings
21142	2015-02-08	Boko Haram stages new assault on Niger border town
21143	2015-02-08	Court will allow appeal from subject of 'Serial' podcast
21144	2015-02-08	Video: Watch: Prince Charles says radicalisation among young British people is 'alarming'
21145	2015-02-08	Pilot's death bolsters Jordanian support for bombing of Islamic State
21146	2015-02-08	Lottery: No jackpot winner in $380M Powerball drawing
21147	2015-02-08	Dean Smith, Longtime University of North Carolina Basketball Coach, Dies at 83
21148	2015-02-08	Video: Police say gunman who shot ex-wife and children in Atlanta, Georgia is 'worst' case in decades
21149	2015-02-08	Cellphone records, videos sought in Jenner crash
21150	2015-02-08	UPDATE 1-No winner of Powerball jackpot, lifting top prize to $450 mln
21151	2015-02-08	Legendary North Carolina coach Dean Smith dies at 83
21152	2015-02-08	Kerry rules out extension on Iran nuclear talks
21153	2015-02-08	5 dead in Douglas County shooting
21154	2015-02-08	NJ residents debunk Williams encounter with Christmas bandit
21155	2015-02-08	Jordan Says It Launched 56 Airstrikes Against Islamic State
21156	2015-02-08	Jeh Johnson: Furloughs coming at DHS if funding stalls
21157	2015-02-08	No indication paparazzi were involved in Jenner car crash
21158	2015-02-08	Jordan says conducted 56 air raids in three days against Islamic State
21159	2015-02-08	Homeland Security Chief Says 30000 Will Be Furloughed If Department Shuts ...
21160	2015-02-08	Powerball jackpot surges to $450 million
21161	2015-02-08	Brian Williams off nightly news 'for next several days'
21162	2015-02-08	Ukraine crisis: Civilians continue to be killed despite diplomatic efforts to stop the fighting
21163	2015-02-08	Dean Smith, North Carolina Coaching Great, Dies at 83
21164	2015-02-08	Teen arrested in mall shooting; only 1 of 3 victims targeted
21165	2015-02-08	Brian Williams off the air. Will he ever be back?
21166	2015-02-08	On and Off Afternoon Snow, Heavier Accumulation Overnight Through Monday
21167	2015-02-08	Iran's Khamenei Says No Nuclear Deal Better Than Bad Deal
21168	2015-02-08	Munich conference highlights splits over arming Ukraine
21169	2015-02-08	North Carolina coaching great Dean Smith dies at 83
21170	2015-02-08	Islamist militants Boko Haram wages new attack in Niger
21171	2015-02-08	Coast Guard Station in Michigan Evacuated Following Bomb Threat
21172	2015-02-08	No winners for Powerball's$380 million jackpot Saturday
21173	2015-02-08	Dean Smith, legendary ex-North Carolina coach, dies at 83
21174	2015-02-08	"Leaders scramble to avert ""dramatic spiral"" in Ukraine"
21175	2015-02-08	Sen. Ted Cruz Would Deploy US Troops Against ISIS 'If Need Be'
21176	2015-02-08	No sign paparazzi contributed to Bruce Jenner crash, officials say
21177	2015-02-08	TUC denies threatening to shut down Nigeria over election shift
21178	2015-02-08	Working for four-way summit on Wednesday: Vladimir Putin
21179	2015-02-08	"Sen. Ted Cruz Would Deploy US Troops Against ISIS ""If Need Be"""
21180	2015-02-08	Vaccine experts: It's time to 'nudge' hesitant parents
21181	2015-02-08	NBC's Brian Williams steps away from anchor chair amid probe
21182	2015-02-08	An appreciation of Dean's Smith's life
21183	2015-02-08	Khamenei: Iran ready for a fair nuclear deal
21184	2015-02-08	"""Serial"" Subject Adnan Syed Granted Appeal, May Get a New Trial"
21185	2015-02-08	FACT CHECK: What happens if Homeland Security shuts down?
21186	2015-02-08	Sen. Chuck Schumer urges CDC to offer free measles vaccine
21187	2015-02-08	Iran's foreign minister says now is the time for nuclear deal
21188	2015-02-08	Homeland Security secretary pushes for clean funding bill
21189	2015-02-08	Nigeria opposition calls vote delay a 'setback' for democracy
21190	2015-02-08	Prince Charles alarmed by how young Muslims are radicalised over the Internet
21191	2015-02-08	Why Brian Williams should resign
21192	2015-02-08	Dean Smith, Hall of Fame Tar Heels Basketball Coach, Dies at 83
21193	2015-02-08	Big lottery jackpots rise again: Powerball $450 million
21194	2015-02-08	Better no nuclear deal than a bad one: Iran's Khamenei
21195	2015-02-08	Bruce Jenner involved in fatal Malibu crash; star is unhurt
21196	2015-02-08	We're live-blogging the Grammys
21197	2015-02-08	Children among 5 dead in Georgia shooting
21198	2015-02-08	Retrial Date Set for 2 Al-Jazeera Journalists Still in Egypt
21199	2015-02-08	Leaders scramble to avert 'dramatic spiral' in Ukraine
21200	2015-02-08	No Powerball Jackpot Winner, But Three in SoCal Win Millions
21201	2015-02-08	'We need to stand with the Kurds' in fight against ISIS, Cruz says
21202	2015-02-08	Top New York lawmaker urges CDC for free measles vaccination shots
21203	2015-02-08	Patrick Ewing recalls recruitment by Dean Smith
21204	2015-02-08	Delay to Nigerian election denounced at home and abroad
21205	2015-02-08	Lottery: No jackpot winner in $380M Powerball drawing
21206	2015-02-08	California measles outbreak: State cases now over 100
21207	2015-02-08	Brian Williams Takes Leave as NBC Anchor Amid Scandal
21208	2015-02-08	Standoff continues on Homeland Security; Ted Cruz denies he's to blame
21209	2015-02-08	Suspect detained in Grand Haven Coast Guard break-in linked to 'suspicious fire' in Oceana County
21210	2015-02-08	Leader backs a transparent, single-stage, and good nuclear deal
21211	2015-02-08	Fourteen Egyptian soccer fans killed in clash with security forces: doctors
21212	2015-02-08	Paparazzi not responsible for deadly car crash involving Bruce Jenner
21213	2015-02-08	Chopper pilot recalls Brian Williams' 2003 inaccuracy
21214	2015-02-08	Dean Smith, Legendary North Carolina Basketball Coach, Dies
21215	2015-02-08	Cruz pushes for US to arm Ukraine, as European leaders push for cease-fire
21216	2015-02-08	Kerry: No Iran talks extension without 'outlines' of a deal
21217	2015-02-08	Police: Coast Guard Station attack was domestic terrorism
21218	2015-02-08	Explosion Rocks Niger Border Town After Boko Haram Attack
21219	2015-02-08	Russia Keeps Opponents Guessing as Putin Questions World Order
21220	2015-02-08	Measles outbreak spur debate over vaccination
21221	2015-02-08	Powerball jackpot for Wednesday is biggest in a year
21222	2015-02-08	At Least 20 Killed as Riot Breaks Out at Egypt Soccer Match
21223	2015-02-08	Australian Government Lawmakers Meet to Decide Leadership
21224	2015-02-08	Powerball jackpot expected to surpass $450 million
21225	2015-02-08	How the spill motion for the Liberal leadership will work
21226	2015-02-08	Jordan says 56 IS targets destroyed in three days of strikes
21227	2015-02-08	Nigeria's Boko Haram Opens New Front in Niger
21228	2015-02-08	Teen arrested in mall shooting; only 1 of 3 victims targeted
21229	2015-02-08	Dean Smith, a legendary coach whose contributions went beyond basketball, dies at 83
21230	2015-02-08	Brian Taking Himself Off Air « CBS Las Vegas
21231	2015-02-08	Abbott hits record low in poll
21232	2015-02-08	Winter Storm Marcus Update: Massachusetts to be Hit Hardest
21233	2015-02-08	Ted Cruz has some advice for his potential GOP 2016 challengers
21234	2015-02-08	Brian Williams backs out of Letterman appearance
21235	2015-02-08	WATCH: SpaceX to launch Deep Space Climate Observatory
21236	2015-02-08	Heavy snow returns to New England, rain to Pacific Northwest
21237	2015-02-08	WRAPUP 3-Iran's Khamenei says could accept fair nuclear compromise
21238	2015-02-08	Instagram photo leads police to mall shooting suspect
21239	2015-02-08	Egypt Cairo football clashes leave at least 22 dead
21240	2015-02-08	Ted Cruz says Obama refuses to directly arm Kurds in ISIS fight
21241	2015-02-08	Bruce Jenner Crash: Texting, Cell Phone Records Could Be Sought
21242	2015-02-08	Glitch delays launch of SpaceX rocket with US weather satellite
21243	2015-02-08	Another Dayslong Snowstorm Threatens to Clobber New England
21244	2015-02-08	Senators: No ground troops against ISIS
21245	2015-02-08	Jordan says 3 days of airstrikes destroyed 56 Islamic State targets
21246	2015-02-08	Iran's Khamenei says could accept fair nuclear compromise
21247	2015-02-08	Snow-weary Boston, drenched NoCal getting blasted again
21248	2015-02-08	The pitfalls of Powerball: Why some state are on the losing end of the lottery ...
21249	2015-02-08	UPDATE 2-Brian Williams cancels Letterman appearance -NBC source
21250	2015-02-08	Hold! SpaceX's DSCOVR Launch Scrubbed Due to Tracking Problem
21251	2015-02-08	Beyonce wins two early Grammy awards
21252	2015-02-08	UAE squadron lands in Jordan to back strikes on IS
21253	2015-02-08	Reaction to Dean Smith's death
21254	2015-02-08	Grammys 2015: Highlights, winners and best moments
21255	2015-02-08	The Swiss Leaks
21256	2015-02-08	Twenty-two people killed outside Cairo soccer stadium
21257	2015-02-08	Iran's supreme leader suggests he would back nuclear deal in the works
21258	2015-02-08	An appreciation of Dean Smith's life
21259	2015-02-08	Monroeville Mall Shooting Victims Continue To Recover « CBS Pittsburgh
21260	2015-02-08	Sam Smith wins best new artist Grammy, AC/DC kicks off show
21261	2015-02-08	Brian Williams off the air. Will he ever be back? (+video)
21262	2015-02-08	Hold! SpaceX's DSCOVR Launch Scrubbed Due to Radar Problem
21263	2015-02-08	Merkel to meet Obama over Ukraine
21264	2015-02-08	Teen arrested after 3 are shot at Pittsburgh-area shopping mall
21265	2015-02-08	Irish names in HBSC bank's secret files
21266	2015-02-08	Grammys 2015: List of winners
21267	2015-02-08	Boston preparing for two more feet of snow
21268	2015-02-08	Lottery: No Jackpot Winner In $380M Powerball Drawing
21269	2015-02-08	Brian Williams and Memories Retread From a Perch Too Public
21270	2015-02-08	SpaceX launch aborted after issue with tracking system
21271	2015-02-08	Grammys 2015: The Internet (and crowd) react to performances
21272	2015-02-08	This Is How Katy Perry Chills Before the Grammys
21273	2015-02-08	Smith wins new artist, pop vocal album at Grammys
21274	2015-02-08	Politics Live: Tony Abbott faces Liberal leadership spill threat
21275	2015-02-08	"US Vice President Joe Biden says Russian President Vladimir Putin has ""a ..."
21276	2015-02-08	Miranda Lambert's 'Little Red Wagon' performance censored at Grammys
21277	2015-02-08	Sec. Kerry: US-led coalition 'on the road' to defeating Islamic State (+video)
21278	2015-02-08	Grammy Winners List For 2015 Includes Beyoncé, Sam Smith & More
21279	2015-02-08	Another Snowstorm to Slam New England; Boston Could Break More Snow ...
21280	2015-02-08	Abbott leadership crisis: judgment day as PM faces spill motion
21281	2015-02-08	SpaceX delays launch of space weather satellite
21282	2015-02-08	Paparazzi not responsible for deadly car crash involving Bruce Jenner
21283	2015-02-08	HSBC admits Swiss bank failings over client taxes
21284	2015-02-08	Grammys 2015 live updates: Pharrell gets 'Happy,' Miranda Lambert wins best country album
21285	2015-02-08	Grammys 2015: Madonna flashes thong in matador outfit
21286	2015-02-08	Warning System for Solar Storms Is Kept on Earth for Now
21287	2015-02-08	Meet Brooke Axtell, the Domestic Violence Survivor Who Performed With Katy ...
21288	2015-02-08	Sam Smith, Beyoncé win multiple honors at Grammys
21289	2015-02-08	Britain says Vladimir Putin is behaving like a 'mid-20th century tyrant'
21290	2015-02-08	Grammys take a serious turn with domestic violence PSA
21291	2015-02-08	Australian PM Tony Abbott down but not out after no-confidence vote
21292	2015-02-08	Grammys 2015 fashion: A mix of traditional and audacious on the red carpet
21293	2015-02-08	Watch: the best part of Annie Lennox's breathtaking Grammy performance
21294	2015-02-08	List: Who won what at the Grammys
21295	2015-02-08	Obama Promotes #ItsOnUs Campaign at 2015 Grammy Awards
21296	2015-02-08	Russia's Putin says Kiev on 'dead-end track' in east Ukraine
21297	2015-02-08	At least 25 killed in Egypt soccer riot, official says
21298	2015-02-08	Dean Smith, dead at 83, left mark at North Carolina far beyond basketball
21299	2015-02-08	More snow for Boston and Northeast
21300	2015-02-08	Katy Perry's Grammy performance sheds light on violence
21301	2015-02-08	Elon Musk's SpaceX Calls Off Launch At Last Minute Over Rocket-Tracking ...
21302	2015-02-08	Leaked bank files show HSBC 'helped clients dodge taxes'
21303	2015-02-08	Australia vote: No ringing endorsement for Abbott
21304	2015-02-08	Alabama Chief Justice Roy Moore orders judges not to issue same-sex marriage licenses
21305	2015-02-08	UPDATE 1-Paparazzi not responsible for deadly car crash involving Bruce Jenner
21306	2015-02-08	Harper to discuss trade, Ukraine, Greece with Angela Merkel in Ottawa
21307	2015-02-08	Grammys take on domestic violence, sexual assault with help from President Obama, Katy Perry: Watch
21308	2015-02-08	Soccer fans clash with the police in Cairo; at least 19 dead
21309	2015-02-08	Standoff on Same-Sex Marriage
21310	2015-02-08	Kerry Packer, Elle Macpherson linked to secret HSBC Swiss accounts
21311	2015-02-09	Grammy Winners 2015: Beck, Sam Smith, Pharrell and Beyoncé Thrive
21312	2015-02-09	Chris Brown in seats during Grammy stand against violence
21313	2015-02-09	Egypt halts matches after stadium clashes kill 22
21314	2015-02-09	Grammy Awards 2015: Top 5 Moments From the Show
21315	2015-02-09	British Bank Helps Clients Avoid Millions in Taxes
21316	2015-02-09	SHOW BITS: Who Was That Wigged Woman?
21317	2015-02-09	2015 Grammys: Newcomer Sam Smith nearly sweeps top awards
21318	2015-02-09	Europe, US tussle over arming Ukraine
21319	2015-02-09	Former senior executives at HSBC later went on to take up positions in Ireland
21320	2015-02-09	Deadly clashes outside a Cairo football stadium leave at least 22 dead
21321	2015-02-09	The question that came back to haunt the Prime Minister
21322	2015-02-09	Top Alabama judge orders state to ignore federal gay-marriage rulings
21323	2015-02-09	Kanye West Blasts The Grammys After Beck Win
21324	2015-02-09	Weather Service seeks western Minn. volunteers for rain, snow network
21325	2015-02-09	Whistleblower or opportunist? The source of the data that shook HSBC
21326	2015-02-09	Abbott leadership: Canberra's 'Game of Thrones' is bad for business
21327	2015-02-09	China president plans to make 1st state visit to US
21328	2015-02-09	Kanye West Blasts Beck?s Album of the Year Grammys Win: ?Beck Needs To ...
21329	2015-02-09	Another dayslong snowstorm threatens to clobber New England
21330	2015-02-09	Leaked HSBC Documents Shed Light On Swiss Banking Industry
21331	2015-02-09	SHOW BITS: The woman from the domestic violence segment
21332	2015-02-09	Alabama pastor sees same-sex marriage as part of civil rights struggle
21333	2015-02-09	Surfer killed after shark bites off legs in Australia
21334	2015-02-09	UPDATE 5-Singing of heartbreak, newcomer Sam Smith wins big at Grammys
21335	2015-02-09	Egypt Says at Least 30 Fans Killed in Soccer Violence
21336	2015-02-09	Two attacks in two days: Shark tears legs off surfer on Australian coast
21337	2015-02-09	Former Suspect In Suitcase Body Reportedly Dies Of Drug-Related Problems In San Francisco « CBS San Francisco
21338	2015-02-09	Tony Abbott's removal as prime minister not a case of if but when
21339	2015-02-09	Bruce Jenner calls fatal car crash 'a devastating tragedy'
21340	2015-02-09	Grammys 2015 Recap: An Endless Concert Where They Also Handed Out a Few ...
21341	2015-02-09	Big showdown in court could decide Revel's fate
21342	2015-02-09	Australia's Abbott Faces Challenges After Surviving Leadership Bid
21343	2015-02-09	Jenner spokesman denies athlete was texting while driving in deadly Malibu crash
21344	2015-02-09	Another Winter Storm Bears Down on the Northeast
21345	2015-02-09	'Happy Kanye' makes an appearance at the Grammys. Sort of.
21346	2015-02-09	HSBC bank 'helped clients dodge millions in tax'
21347	2015-02-09	Jenner guilty of a text crime?
21348	2015-02-09	Brooke Axtell, survivor of human trafficking and domestic abuse, storms the Grammys
21349	2015-02-09	Irish names in HSBC bank's secret files
21350	2015-02-09	Sam Smith wins big at the Grammys
21351	2015-02-09	Forty people killed outside Cairo soccer stadium
21352	2015-02-09	Alabama's top judge orders ban on same-sex marriage licenses
21353	2015-02-09	Ukraine crisis: Putin, Poroshenko, Merkel and Hollande to meet in Minsk
21354	2015-02-09	What We Know About Bruce Jenner and Saturday's California Car Crash
21355	2015-02-09	Five things to watch from the 'new Tony Abbott'
21356	2015-02-09	3 Mondays, 3 straight snow storms bury the Northeast
21357	2015-02-09	Ala chief justice tells judges: Refuse gay marriage licenses
21358	2015-02-09	Leaked HSBC List Shows Who Was Banking on Swiss Secrecy
21359	2015-02-09	Grammy Awards: Newcomer Sam Smith is the night's big winner
21360	2015-02-09	Kanye West storms Grammy stage over Beck's surprise album of the year win
21361	2015-02-09	Head of Egypt soccer team says police did not kill fans
21362	2015-02-09	China's President Xi Jinping is Planning His First State Visit to the US
21363	2015-02-09	Baghdad suicide bomb attack kills at least 15
21364	2015-02-09	Brooke Axtell, survivor of human trafficking and domestic abuse, storms the Grammys
21365	2015-02-09	HSBC shares fall on FTSE 100
21366	2015-02-09	Egypt suspends soccer league after deadly riot
21367	2015-02-09	Sam Smith, Beck Take Top Honors at Grammys
21368	2015-02-09	China's president plans state visit to US this year
21369	2015-02-09	Japanese tourist accuses Indian guide of drugging and raping her in historic city of Jaipur
21370	2015-02-09	Who's Trying to Stop Alabama Marriage Now
21371	2015-02-09	Publicist: Bruce Jenner wasn't texting during fatal crash
21372	2015-02-09	Greece Puts European Markets in a Funk
21373	2015-02-09	Third Winter Storm in as Many Weeks Hammers Northeast
21374	2015-02-09	Grammys: President Obama delivers domestic violence PSA during Grammys
21375	2015-02-09	Grammy voters swoon for Sam Smith, Beck.
21376	2015-02-09	Riot at Egypt football match leaves at least 40 dead
21377	2015-02-09	Alabama chief justice tells probate judges not to issue gay marriage licenses
21378	2015-02-09	Video: Japanese man died from 'blood loss' after shark attack in Australia
21379	2015-02-09	5 dead: Authorities to release more details of Ga. shooting
21380	2015-02-09	Man crashes through Coast Guard gate in Michigan, says he has a
21381	2015-02-09	HSBC Shares Decline Amid Swiss Tax Avoidance Claims
21382	2015-02-09	Sam Smith takes top honors at Grammys
21383	2015-02-09	Amateur footage shows fatal football riot
21384	2015-02-09	Tsipras unveils plans to undo austerity
21385	2015-02-09	Merkel to meet Obama to resolve Ukrainian differences
21386	2015-02-09	Shark Kills Japanese Surfer in Second Australia Attack in 2 Days
21387	2015-02-09	Japanese woman accuses Indian tourist guide of drugging then raping her: police
21388	2015-02-09	Another big storm bears down on New England, may last days
21389	2015-02-09	British newcomer Sam Smith, Beck lead Grammy winners
21390	2015-02-09	Egypt suspends soccer league after deadly police clashes and stampede
21391	2015-02-09	Boyfriend Charged After Freshman Is Found Dead in Pa. Dorm
21392	2015-02-09	Shots fired at French police in housing project outside Marseille
21393	2015-02-09	Chinese trade data, Greece stance hurts global markets
21394	2015-02-09	Drone strike kills six in southern Afghanistan
21395	2015-02-09	HSBC Hit by Fresh Details of Tax Evasion Claims
21396	2015-02-09	Brooke Axtell: Domestic Violence Survivor, Activist Opens Katy Perry Grammy ...
21397	2015-02-09	Grammys 2015: The Winners
21398	2015-02-09	Student from Chesco found dead, boyfriend arrested
21399	2015-02-09	Deadly violence erupts at Egyptian soccer match
21400	2015-02-09	Shark death 6th in Australia in 12 months
21401	2015-02-09	15 dead in Baghdad bombings
21402	2015-02-09	'Humanitarian crisis' brought on by austerity must be eased, Greek PM Alexis Tsipras warns eurozone
21403	2015-02-09	President Obama asks to end violence against women at Grammys
21404	2015-02-09	Grammys 2015: A sleepy and not very fun show, but with a strong finish from Beyonce, John Legend, Common
21405	2015-02-09	Ala. chief justice orders ban on same-sex marriages
21406	2015-02-09	Police operation underway in French city of Marseille after reports of gunfire
21407	2015-02-09	Banking giant HSBC sheltered cash linked to dictators and arms dealers
21408	2015-02-09	Egypt soccer violence revives scrutiny of police
21409	2015-02-09	S Korea ex-spy chief jailed for election smears
21410	2015-02-09	Boyfriend charged after freshman is found dead in Pa. dorm
21411	2015-02-09	Greek markets plunge after defiant PM Tsipras speech
21412	2015-02-09	President Obama Delivered a Sexual Assault PSA During the Grammys
21413	2015-02-09	Hooded gunmen fire on French police in Marseilles
21414	2015-02-09	Alabama Chief Justice asks officials to defy gay marriage ruling
21415	2015-02-09	Uncharted Territory: Why Hillary Isn't Your Typical Frontrunner
21416	2015-02-09	South Korea jails former spy chief for meddling in 2012 election
21417	2015-02-09	Grammys recap: Brooke Axtell and Katy Perry address domestic violence
21418	2015-02-09	Grammy Awards 2015: Winners List
21419	2015-02-09	Former Taliban leader killed in reported drone strike in Afghanistan
21420	2015-02-09	Don't issue ultimatums to Putin: Russian radio cites Kremlin
21421	2015-02-09	Shots Fired Near Marseille on Day of French Prime Minister's Visit
21422	2015-02-09	Alabama Chief Justice Defies Federal Ruling on Gay Marriage
21423	2015-02-09	Boko Haram Battles Niger Soldiers in Overnight Attack
21424	2015-02-09	Obama Grammy Awards Message: Sexual Violence Must Stop [Video]
21425	2015-02-09	Dozens dead in Egypt soccer stampede
21426	2015-02-09	Ala chief justice tells judges: Refuse gay marriage licenses
21427	2015-02-09	Report accuses HSBC of helping clients evade tax
21428	2015-02-09	Obama says wealth accumulation speaks to need for US tax shift
21429	2015-02-09	French SWAT Teams Deployed in Marseille After Gunshots
21430	2015-02-09	More Snow for Winter-Weary New England
21431	2015-02-09	Kanye West on Beck's Grammy: 'He Should've Given His Award to Beyonce'
21432	2015-02-09	ISIS recruiter, once freed from Gitmo by US, killed in drone strike in Afghanistan
21433	2015-02-09	Egypt postpones all soccer matches following Cairo deaths
21434	2015-02-09	Famous names had HSBC Swiss accounts
21435	2015-02-09	Greek bank shares fall sharply as fears over exit grow
21436	2015-02-09	Grammy Review: The Grammys Get Serious While Sam Smith Rules
21437	2015-02-09	The Grammys take on domestic abuse, but specter of violence lingers
21438	2015-02-09	Stocks sluggish amid Greece showdown
21439	2015-02-09	Boko Haram attack 3 Cameroonian towns, 30 abducted
21440	2015-02-09	Egyptian Premier League suspended indefinitley after 22 fans killed in riots
21441	2015-02-09	Profile: HSBC whistleblower Herve Falciani
21442	2015-02-09	Supreme Court Declines to Block Gay Marriage in Alabama
21443	2015-02-09	Beck responds to Kanye West's Grammys diss
21444	2015-02-09	Hooded gunmen open fire on police in Marseilles on same day French prime ...
21445	2015-02-09	HSBC leak shows Venezuela among top clients in secret Swiss bank accounts
21446	2015-02-09	Automakers lag in protecting security, privacy of cars-Markey report
21447	2015-02-09	Third straight Monday storm hits NYC with freezing rain
21448	2015-02-09	Grammy Awards 2015: Kanye West Slams Beck's Win Over Beyonce
21449	2015-02-09	Egypt postpones all football matches following Cairo deaths
21450	2015-02-09	Germany rejects Greek war reparations call
21451	2015-02-09	ISIS Commander Abdul Rauf Killed in Afghanistan: Officials
21452	2015-02-09	Gunmen open fire in France ahead of prime minister's visit
21453	2015-02-09	Teen Arrested After Taking Snapchat Selfie With Murder Victim's Body
21454	2015-02-09	Athens confident of bridging gap with Europe: Greek PM - Xinhua
21455	2015-02-09	Egypt bars premier grade matches
21456	2015-02-09	Belgian judge threatens HSBC directors with arrest warrants
21457	2015-02-09	Afghan Officials: Drone Strike Kills Islamic State Recruiter
21458	2015-02-09	Accuser a no-show; case against Hardy falls apart
21459	2015-02-09	2015 Grammys: Kanye West blasts Beck's album of the year win
21460	2015-02-09	Bobby Jindal: Liberals Are 'Obsessed' With Race
21461	2015-02-09	Marseille housing estate sealed off after shots fired at police patrol car
21462	2015-02-09	Obama, Katy Perry Team Up Against Domestic Abuse at Grammys
21463	2015-02-09	Greek default risk at highest since 2012
21464	2015-02-09	Egypt unrest fears as fans blame police for stadium deaths
21465	2015-02-09	First Take: Handwriting on the wall for gay marriage
21466	2015-02-09	Obama Criticizes the Filibuster, Just as Democrats Start Using It
21467	2015-02-09	Ukraine crisis: EU postpones Russia sanctions ahead of Minsk talks latest
21468	2015-02-09	Gunmen open fire in Marseille
21469	2015-02-09	Who is Brooke Axtell and what's she doing at the Grammys?
21470	2015-02-09	Domestic violence charges against NFL's Hardy dropped
21471	2015-02-09	Same-sex couples wed in Alabama despite efforts to block them
21472	2015-02-09	Obama Says Wealth Accumulation Speaks to Need for Tax Shift
21473	2015-02-09	Grammys 2015: Biggest snubs and surprises
21474	2015-02-09	Video: Hooded gunmen fire on police in Marseille where Prime Minister Manuel Valls was set to visit
21475	2015-02-09	Common Core fight a larger battle over the size of government
21476	2015-02-09	Russia sanctions have cost EU 21 bn euros: Spain
21477	2015-02-09	Massachusetts gas prices jump 11 cents per gallon
21478	2015-02-09	US Waits For Former Gitmo Detainee To Get Home, Drones Him
21479	2015-02-09	Jeb Bush To Present “Compassionate Leadership Style” On New Website « CBS Miami
21480	2015-02-09	Media trade blame over Egypt football stampede
21481	2015-02-09	Suspected Afghan ISIL leader killed by drone strike
21482	2015-02-09	EU holds off on new Russian sanctions to buy time for peace plan
21483	2015-02-09	Scenes of Same-Sex Marriage, and Rejection, Across Alabama
21484	2015-02-09	Boston Snow Plowers Shovel in the Dough After 3rd Major Storm
21485	2015-02-09	Grammy Awards: Pharrell Williams, Madonna and Sia Offered Hymns Somber and Strange
21486	2015-02-09	Jeb Bush to release e-book, emails ahead of likely 2016 bid
21487	2015-02-09	Shock: Teen allegedly kills classmate and snaps selfie with the body
21488	2015-02-09	SHOW BITS: The woman from the domestic violence segment
21489	2015-02-09	Expect US backlash from Netanyahu's Congress speech, experts warn
21490	2015-02-09	Egyptian FA to pay compensation to victims' relatives after football disaster
21491	2015-02-09	UK lawmakers to probe HSBC over tax evasion
21492	2015-02-09	Merkel to urge caution in US as pressure builds to arm Ukraine forces
21493	2015-02-09	Hitting Jeb Bush on Immigration and Common Core, Ted Cruz Casts an Eye on Florida
21494	2015-02-09	Teen shot and killed classmate in the face, posts selfie on SnapChat
21495	2015-02-09	Report IDs Indians holding total of $4 billion in Swiss accounts
21496	2015-02-09	Going viral: Family vacations amid the measles outbreak
21497	2015-02-09	Soccer deaths shed light on Egypt's political struggles
21498	2015-02-09	Report: Cars are vulnerable to wireless hacking
21499	2015-02-09	Same-Sex Marriages Proceed in Alabama as State Judge's Order Is Defied
21500	2015-02-09	Obama Slams Russian 'Aggression' In Ukraine
21501	2015-02-09	New England shows strains after two weeks of heavy snowfall
21502	2015-02-09	Measles case reported in another state: Georgia
21503	2015-02-09	DA: Teen suspect takes selfie with homicide victim, posts it to Snapchat
21504	2015-02-09	Poll: Jeb Bush leads GOP field in New Hampshire
21505	2015-02-09	Swiss leaks: Govt, SIT widen black-money probe as big industrialists figure in new HSBC list
